Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
145188.0,113725.0,1.0,380.0,380.0,1.0,0.0,(),nash,main
145189.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145189.0,0.0,1.0,0.0,0.0,4.0,246699.0,combo,beef bacon,main
145190.0,113723.0,1.0,300.0,300.0,1.0,0.0,(),pc og,main
145191.0,113711.0,4.0,210.0,840.0,1.0,0.0,combo,wildepic,main
145191.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145192.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145193.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145193.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145194.0,113712.0,2.0,210.0,420.0,1.0,0.0,combo,wildblaze,main
145194.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145194.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145194.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145194.0,113757.0,2.0,35.0,70.0,1.0,0.0,(),v cola,drink
145196.0,113741.0,2.0,125.0,250.0,1.0,0.0,(),tnt fries,side
145197.0,113715.0,2.0,220.0,440.0,1.0,0.0,(),pcvolt,drink
145197.0,0.0,1.0,0.0,0.0,4.0,246721.0,(),cheddar sauce,sauce
145197.0,0.0,1.0,0.0,0.0,4.0,246721.0,(),buffalo sauce,sauce
145197.0,0.0,1.0,0.0,0.0,4.0,246721.0,(),buffalo,main
145197.0,113757.0,2.0,35.0,70.0,1.0,0.0,(),v cola,drink
145198.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145199.0,0.0,1.0,0.0,0.0,4.0,246729.0,(),ranch sauce,sauce
145199.0,0.0,1.0,0.0,0.0,4.0,246729.0,(),coleslaw,side
145200.0,113759.0,1.0,35.0,35.0,1.0,0.0,(),green cola,drink
145201.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145201.0,0.0,1.0,0.0,0.0,4.0,246734.0,(),cheese,side
145201.0,0.0,1.0,0.0,0.0,4.0,246734.0,(),ranch sauce,sauce
145201.0,113747.0,1.0,55.0,55.0,1.0,0.0,(),onion ring,side
145203.0,113725.0,1.0,380.0,380.0,1.0,0.0,(),nash,main
145203.0,113747.0,1.0,55.0,55.0,1.0,0.0,(),onion ring,side
145204.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145205.0,113761.0,1.0,30.0,30.0,1.0,0.0,(),double dare,drink
145207.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
145207.0,113758.0,1.0,20.0,20.0,1.0,0.0,(),big cola,drink
145208.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145209.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145210.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145210.0,113710.0,2.0,190.0,380.0,1.0,0.0,(),nash,main
145210.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
